	dealII-1	dealII-2	dealII-4	dealII-8	sphinx3-1	sphinx3-2	sphinx3-4	sphinx3-8	milc-1	milc-2	milc-4	milc-8	astar-1	astar-2	astar-4	astar-8	leslie3d-1	leslie3d-2	leslie3d-4	leslie3d-8	omnetpp-1	omnetpp-2	omnetpp-4	omnetpp-8	zeusmp-1	zeusmp-2	zeusmp-4	zeusmp-8	gobmk-1	gobmk-2	gobmk-4	gobmk-8	povray-1	povray-2	povray-4	povray-8	calculix-1	calculix-2	calculix-4	calculix-8	bwaves-1	bwaves-2	bwaves-4	bwaves-8	gromacs-1	gromacs-2	gromacs-4	gromacs-8	perlbench-1	perlbench-2	perlbench-4	perlbench-8	bzip2-1	bzip2-2	bzip2-4	bzip2-8	hmmer-1	hmmer-2	hmmer-4	hmmer-8	namd-1	namd-2	namd-4	namd-8	h264ref-1	h264ref-2	h264ref-4	h264ref-8	cactusADM-1	cactusADM-2	cactusADM-4	cactusADM-8	GemsFDTD-1	GemsFDTD-2	GemsFDTD-4	GemsFDTD-8	mcf-1	mcf-2	mcf-4	mcf-8	gamess-1	gamess-2	gamess-4	gamess-8	xalancbmk-1	xalancbmk-2	xalancbmk-4	xalancbmk-8	sjeng-1	sjeng-2	sjeng-4	sjeng-8	soplex-1	soplex-2	soplex-4	soplex-8	gcc-1	gcc-2	gcc-4	gcc-8	tonto-1	tonto-2	tonto-4	tonto-8	lbm-1	lbm-2	lbm-4	lbm-8	libquantum-1	libquantum-2	libquantum-4	libquantum-8
milc-4	1.0403225806451613	1.0375335120643432	1.0426951300867244	0	1.1364365971107544	1.1547619047619047	1.1848899012908125	0	1.1771058315334773	1.1422764227642277	1.1348420556341348	0	1.2836257309941521	1.2527932960893855	1.1536030341340076	0	1.084848484848485	1.0772594752186588	1.089419795221843	0	1.7491408934707904	1.4351978171896316	1.2474460839954598	0	1.094562647754137	1.083720930232558	1.0771428571428572	0	1.0658536585365854	1.0496969696969698	1.0220238095238094	0	1.016304347826087	1.0108991825613078	1.0088797814207648	0	1.0168161434977578	1.0134529147982063	1.010912143256855	0	1.026378896882494	1.0273809523809523	1.030480656506448	0	1.0253807106598984	1.0279542566709021	1.0241116751269035	0	1.1623711340206184	1.1662371134020617	1.1344221105527637	0	1.1455026455026456	1.16	1.1706507304116867	0	1.0197368421052628	1.020971302428256	1.0137061403508771	0	1.0131004366812226	1.013129102844639	1.0125545851528384	0	1.0512820512820513	1.0491452991452992	1.0523504273504274	0	1.2033132530120483	1.2013473053892216	1.1810131066241587	0	1.0892388451443569	1.0623441396508728	1.0923168552709945	0	1.4963503649635037	1.4839255499153976	1.2668896321070233	0	1.030952380952381	1.0171673819742488	1.0161290322580645	0	1.36864406779661	1.3369565217391304	1.232418524871355	0	1.0652866242038217	1.056215360253365	1.044934962554198	0	1.4296296296296296	1.277602523659306	1.1668909825033646	0	1.3043478260869563	1.3341952165481576	1.3165064102564104	0	1.035426731078905	1.0345744680851063	1.0266535044422507	0	1.1200980392156863	1.1545893719806763	1.2537313432835822	0	1.2005730659025788	1.086269744835966	1.1835511982570806	0
milc-8	1.0806451612903225	1.0750670241286864	0	0	1.28892455858748	1.319047619047619	0	0	1.3304535637149029	1.2967479674796747	0	0	1.409356725146199	1.3603351955307263	0	0	1.1606060606060606	1.1749271137026238	0	0	2.058419243986254	1.6780354706684857	0	0	1.1678486997635933	1.163953488372093	0	0	1.1170731707317072	1.0945454545454545	0	0	1.0489130434782608	1.0231607629427792	0	0	1.0302690582959642	1.0280269058295963	0	0	1.0575539568345325	1.0595238095238095	0	0	1.0558375634517767	1.0571791613722998	0	0	1.231958762886598	1.2255154639175259	0	0	1.2724867724867723	1.2853333333333332	0	0	1.0328947368421053	1.032008830022075	0	0	1.0262008733624455	1.026258205689278	0	0	1.094017094017094	1.0876068376068375	0	0	1.2605421686746987	1.276197604790419	0	0	1.167979002624672	1.1633416458852868	0	0	1.8284671532846715	1.727580372250423	0	0	1.0595238095238095	1.032904148783977	0	0	1.5953389830508473	1.5375494071146245	0	0	1.1289808917197452	1.1060965954077593	0	0	1.674074074074074	1.4689800210304942	0	0	1.6062801932367148	1.6497252747252746	0	0	1.075684380032206	1.0664893617021276	0	0	1.2916666666666667	1.3429951690821256	0	0	1.326647564469914	1.2332928311057108	0	0
astar-1	1.0053763440860215	1.0067024128686326	1.0086724482988658	1.0079681274900398	1.0064205457463884	1.0103174603174603	1.0216400911161732	1.0126954636940704	1.0086393088552916	1.0193089430894309	1.0122583686940123	1.0164241164241163	1.0467836257309941	1.0698324022346368	1.0278128950695322	1.0162412993039442	1.0121212121212122	1.0174927113702623	1.0054607508532423	1.0169348010160881	1.1512027491408934	1.0845839017735335	1.025539160045403	1.0	1.0094562647754137	1.0162790697674418	1.0182857142857142	1.0102323008849559	1.0060975609756098	1.003030303030303	1.0	1.0015082956259427	1.0	1.005449591280654	1.010928961748634	1.0013614703880191	1.001121076233184	1.001121076233184	1.0	1.0	1.0023980815347722	1.0035714285714286	1.0070339976553342	1.0137438152831226	1.00253807106599	1.0025412960609912	1.0	1.0034843205574913	1.0206185567010309	1.0541237113402062	1.0439698492462313	1.0130796670630202	1.007936507936508	1.016	1.0298804780876494	1.0329138431752178	1.0	1.0066225165562914	1.0	1.0024732069249793	1.002183406113537	1.0021881838074398	1.0	1.0038324664659184	1.0	1.0096153846153846	1.0064102564102564	1.011128775834658	1.0120481927710843	1.0419161676646707	1.1434643995749203	1.0097345132743363	1.010498687664042	1.0112219451371571	1.0107206670637283	1.0	1.032846715328467	1.0862944162436547	1.0575250836120402	1.0145564405383136	1.0166666666666666	1.0	1.005490734385724	1.0	1.0423728813559323	1.065217391304348	1.0420240137221268	1.0187914517317613	1.0079617834394905	1.007125890736342	1.0023649980291682	1.0068884077937414	1.0666666666666667	1.0567823343848581	1.0484522207267832	1.0314285714285714	1.0062111801242235	1.0402930402930401	1.0375	1.034263959390863	1.003220611916264	1.0013297872340425	1.0049358341559724	1.0	1.0073529411764706	1.0132850241545894	1.035378662244334	1.016260162601626	1.0630372492836677	1.0328068043742407	1.0332244008714597	1.500131406044678
astar-2	1.0080645161290323	1.0067024128686326	1.008005336891261	1.0109561752988048	1.0176565008025682	1.0253968253968253	1.053151100987092	1.038086391082211	1.0323974082073435	1.024390243902439	1.0216878830740217	1.025987525987526	1.087719298245614	1.0977653631284916	1.06826801517067	1.0278422273781902	1.0242424242424242	1.0189504373177842	1.0197952218430033	1.0417725091730172	1.268041237113402	1.1855388813096863	1.0556186152099887	1.0084577114427862	1.0189125295508275	1.013953488372093	1.0257142857142858	1.0157632743362832	1.0121951219512195	1.0121212121212122	1.0014880952380953	1.01131221719457	1.0054347826086956	1.0	1.0040983606557377	1.0	1.0044843049327354	1.0033632286995515	1.0011191941801902	1.0025174825174825	1.0023980815347722	1.0071428571428571	1.010550996483001	1.0252886201209457	1.0050761421319796	1.0076238881829733	1.0044416243654823	1.0019005384859043	1.0670103092783505	1.0695876288659794	1.0728643216080402	1.0362663495838287	1.0158730158730158	1.024	1.0418326693227091	1.0454985479186834	1.0	1.0066225165562914	1.006578947368421	1.0065952184666116	1.0	1.0054704595185995	1.0005458515283843	1.002463728442376	1.0064102564102564	1.0064102564102564	1.0192307692307692	1.021462639109698	1.069277108433735	1.1002994011976048	1.1856181367339709	1.0240412979351032	1.0236220472440944	1.0062344139650872	1.0190589636688505	1.0267878497966993	1.0802919708029197	1.101522842639594	1.0682274247491639	1.0302114803625377	1.025	1.0	1.001372683596431	1.0	1.076271186440678	1.0731225296442688	1.072041166380789	1.0408990420044215	1.015923566878981	1.0102929532858274	1.0141899881750098	1.014367250541232	1.1037037037037036	1.0504731861198737	1.0699865410497982	1.0537142857142856	1.0248447204968945	1.067503924646782	1.0791666666666666	1.1053299492385786	1.0064412238325282	1.0106382978723405	1.0098716683119446	1.0	1.0098039215686274	1.0072463768115942	1.0713101160862355	1.0298692117355956	1.0974212034383954	1.0097205346294047	1.0441176470588236	1.5555847568988173
astar-4	1.010752688172043	1.0134048257372654	1.0173448965977319	0	1.0449438202247192	1.0698412698412698	1.1059225512528474	0	1.0712742980561556	1.059959349593496	1.0565770862800565	0	1.1345029239766082	1.1229050279329609	1.079646017699115	0	1.0393939393939393	1.0364431486880465	1.0361774744027303	0	1.4879725085910653	1.189631650750341	1.1078320090805902	0	1.037825059101655	1.0313953488372094	1.0502857142857143	0	1.024390243902439	1.0151515151515151	1.0089285714285714	0	1.0054347826086956	1.0	1.0081967213114753	0	1.0100896860986548	1.008408071748879	1.0053161723559036	0	1.0095923261390887	1.0095238095238095	1.0128956623681125	0	1.0076142131979695	1.0114358322744599	1.010786802030457	0	1.1185567010309279	1.097938144329897	1.0829145728643217	0	1.0396825396825398	1.056	1.0637450199203187	0	1.0	1.0	1.0	0	1.0065502183406114	1.0054704595185995	1.0049126637554586	0	1.0192307692307692	1.0128205128205128	1.0240384615384615	0	1.1490963855421688	1.1639221556886228	1.1820758058802692	0	1.0393700787401574	1.0099750623441397	1.0363311494937464	0	1.1642335766423357	1.1641285956006768	1.0849498327759197	0	1.0166666666666666	1.0	1.0212765957446808	0	1.1652542372881356	1.1383399209486167	1.0951972555746141	0	1.03343949044586	1.0300870942201108	1.0303508080409933	0	1.1777777777777778	1.1419558359621451	1.091520861372813	0	1.0807453416149069	1.1554160125588697	1.1388888888888888	0	1.0161030595813205	1.023936170212766	1.0256663376110562	0	1.0245098039215685	1.039855072463768	1.134881149806523	0	1.143266475644699	1.0291616038882139	1.0708061002178648	0
astar-8	1.032258064516129	1.0268096514745308	0	0	1.1219903691813804	1.1674603174603175	0	0	1.1490280777537798	1.1209349593495934	0	0	1.2046783625730995	1.2011173184357542	0	0	1.0666666666666667	1.0685131195335278	0	0	1.6494845360824741	1.3751705320600274	0	0	1.0614657210401892	1.0511627906976744	0	0	1.0426829268292683	1.0303030303030303	0	0	1.0108695652173914	1.005449591280654	0	0	1.0190582959641257	1.0190582959641257	0	0	1.026378896882494	1.019047619047619	0	0	1.017766497461929	1.0216010165184244	0	0	1.134020618556701	1.1314432989690721	0	0	1.1031746031746033	1.104	0	0	1.013157894736842	1.0198675496688743	0	0	1.0109170305676856	1.012035010940919	0	0	1.032051282051282	1.0256410256410255	0	0	1.2469879518072289	1.2694610778443114	0	0	1.0603674540682415	1.0399002493765586	0	0	1.2883211678832116	1.2774957698815568	0	0	1.0333333333333334	1.0085836909871244	0	0	1.271186440677966	1.2272727272727273	0	0	1.0636942675159236	1.0546318289786223	0	0	1.2962962962962963	1.220820189274448	0	0	1.186335403726708	1.2998430141287283	0	0	1.0338164251207729	1.0305851063829787	0	0	1.0686274509803921	1.1123188405797102	0	0	1.1948424068767909	1.0729040097205347	0	0
leslie3d-1	1.0241935483870968	1.0107238605898123	1.0120080053368912	1.0139442231075697	1.0337078651685394	1.0571428571428572	1.09415337889142	1.0738504412447747	1.0496760259179265	1.0335365853658536	1.0325318246110324	1.0311850311850312	1.1432748538011697	1.1145251396648044	1.063843236409608	1.0324825986078885	1.0363636363636364	1.0408163265306123	1.0464163822525596	1.0533446232006773	1.3608247422680413	1.159618008185539	1.0737797956867197	1.0465174129353234	1.0283687943262412	1.0395348837209302	1.0302857142857142	1.0229535398230087	1.0274390243902438	1.0257575757575759	1.0022321428571428	1.0150829562594268	1.0054347826086956	1.005449591280654	1.0068306010928962	1.0013614703880191	1.007847533632287	1.0056053811659194	1.005036373810856	1.0043356643356642	1.014388489208633	1.0071428571428571	1.011137162954279	1.0415063221550303	1.0101522842639594	1.008894536213469	1.006979695431472	1.0066518847006651	1.1185567010309279	1.1288659793814433	1.1030150753768844	1.051129607609988	1.0555555555555556	1.072	1.0756972111553784	1.07405614714424	1.0032894736842106	1.009933774834437	1.0008223684210527	1.0061830173124484	1.0043668122270741	1.0032822757111597	1.0005458515283843	1.0060224473035861	1.0224358974358974	1.0224358974358974	1.0224358974358974	1.028616852146264	1.1716867469879517	1.188622754491018	1.2033297910024796	1.0328908554572271	1.0341207349081365	1.0124688279301746	1.0351399642644432	1.0301363310212868	1.2445255474452555	1.284263959390863	1.151170568561873	1.059324361439165	1.0133333333333332	1.0014306151645207	1.029512697323267	1.0	1.1991525423728813	1.2213438735177866	1.1655231560891939	1.0913780397936625	1.035031847133758	1.0348376880443388	1.0291683090264092	1.0308994292462115	1.262962962962963	1.1561514195583595	1.1002691790040378	1.0574285714285714	1.0962732919254659	1.1468531468531467	1.16015625	1.1768189509306262	1.0273752012882447	1.0132978723404256	1.0177690029615005	1.0	1.0196078431372548	1.036231884057971	1.097844112769486	1.0452456698480028	1.1289398280802292	1.0303766707168893	1.053921568627451	1.5421813403416558
leslie3d-2	1.0295698924731183	1.0254691689008042	1.0340226817878586	1.0272244355909694	1.1235955056179776	1.1333333333333333	1.1928625664388763	1.119368323269856	1.0863930885529158	1.0731707317073171	1.0645921735030646	1.0667359667359668	1.1900584795321638	1.1731843575418994	1.0998735777496838	1.0620649651972158	1.0787878787878789	1.0670553935860059	1.079863481228669	1.1428168219023427	1.5395189003436427	1.2919508867667122	1.1180476730987514	1.078358208955224	1.0591016548463357	1.0406976744186047	1.0537142857142856	1.0442477876106195	1.0579268292682926	1.043939393939394	1.013392857142857	1.0326797385620914	1.016304347826087	1.013623978201635	1.0081967213114753	1.002722940776038	1.0179372197309418	1.0112107623318385	1.0120313374370453	1.0106293706293705	1.0215827338129497	1.0166666666666666	1.0216881594372802	1.0964815832875205	1.015228426395939	1.0127064803049555	1.0126903553299493	1.012353500158378	1.1546391752577319	1.134020618556701	1.1306532663316582	1.0707491082045184	1.1031746031746033	1.128	1.1673306772908367	1.154404646660213	1.0164473684210527	1.0165562913907285	1.006578947368421	1.0156636438582027	1.0109170305676856	1.013129102844639	1.005458515283843	1.009581166164796	1.0480769230769231	1.0480769230769231	1.0416666666666667	1.0439851616322204	1.25	1.2402694610778444	1.22422954303932	1.0430678466076697	1.0498687664041995	1.0374064837905237	1.0661107802263252	1.118392729012198	1.4343065693430657	1.392554991539763	1.179933110367893	1.1156275748420763	1.02	1.0100143061516451	1.009608785175017	1.0	1.38135593220339	1.2806324110671936	1.2701543739279588	1.1599115696389093	1.0621019108280254	1.0522565320665083	1.064249113125739	1.0602243652824248	1.3962962962962964	1.2413249211356467	1.139300134589502	1.1168571428571428	1.2508361204013374	1.2527472527472527	1.2864583333333333	1.3062605752961083	1.0322061191626408	1.0319148936170213	1.031589338598223	1.0	1.0563725490196079	1.0966183574879227	1.1768933112216695	1.0832449628844114	1.160458452722063	1.0364520048602672	1.1105664488017428	1.6449408672798949
leslie3d-4	1.053763440860215	1.0576407506702412	1.0600400266844563	0	1.3258426966292134	1.334126984126984	1.3614274867122247	0	1.16414686825054	1.1382113821138211	1.141914191419142	0	1.280701754385965	1.2374301675977653	1.1656131479140328	0	1.1303030303030304	1.141399416909621	1.2	0	1.6838487972508591	1.373806275579809	1.2366628830874007	0	1.1063829787234043	1.091860465116279	1.096	0	1.0975609756097562	1.0666666666666667	1.0416666666666667	0	1.0434782608695652	1.013623978201635	1.0191256830601092	0	1.0369955156950672	1.0269058295964126	1.0249020705092333	0	1.0335731414868106	1.042857142857143	1.0697538100820634	0	1.0406091370558375	1.0343074968233799	1.034263959390863	0	1.1958762886597938	1.1829896907216495	1.1369346733668342	0	1.2380952380952381	1.244	1.2828685258964143	0	1.026315789473684	1.031456953642384	1.0238486842105263	0	1.017467248908297	1.0207877461706782	1.0218340611353711	0	1.0769230769230769	1.0705128205128205	1.0657051282051282	0	1.3237951807228916	1.3196107784431137	1.2667375132837406	0	1.1154855643044619	1.1134663341645885	1.1816557474687315	0	1.645985401459854	1.5600676818950932	1.3130434782608695	0	1.0366666666666666	1.0157367668097281	1.0199039121482498	0	1.5805084745762712	1.4407114624505928	1.3584905660377358	0	1.14171974522293	1.10055423594616	1.086716594402838	0	1.5555555555555554	1.361198738170347	1.2604306864064603	0	1.463768115942029	1.4845154845154844	1.4409722222222223	0	1.0611916264090178	1.0571808510638299	1.0592300098716683	0	1.1911764705882353	1.2536231884057971	1.3134328358208955	0	1.2378223495702005	1.1470230862697448	1.2903050108932461	0
leslie3d-8	1.1827956989247312	1.14343163538874	0	0	1.6613162118780096	1.7190476190476192	0	0	1.42548596112311	1.3922764227642277	0	0	1.543859649122807	1.5041899441340782	0	0	1.393939393939394	1.4708454810495626	0	0	2.082474226804124	1.7708049113233288	0	0	1.309692671394799	1.3034883720930233	0	0	1.2439024390243902	1.1848484848484848	0	0	1.108695652173913	1.0544959128065394	0	0	1.0975336322869955	1.0728699551569507	0	0	1.1390887290167866	1.1738095238095239	0	0	1.116751269035533	1.1385006353240152	0	0	1.3350515463917525	1.3195876288659794	0	0	1.5396825396825395	1.542	0	0	1.049342105263158	1.0529801324503312	0	0	1.0436681222707425	1.052516411378556	0	0	1.1987179487179487	1.1794871794871795	0	0	1.5993975903614457	1.5823353293413174	0	0	1.4068241469816274	1.42643391521197	0	0	2.065693430656934	1.9458544839255498	0	0	1.1166666666666667	1.0436337625178826	0	0	2.0296610169491527	1.8616600790513833	0	0	1.3168789808917198	1.2240696753760887	0	0	2.0074074074074075	1.7807570977917981	0	0	2.0237154150197623	2.0593406593406587	0	0	1.1578099838969405	1.1555851063829787	0	0	1.5294117647058822	1.605072463768116	0	0	1.5644699140401146	1.5589307411907656	0	0
omnetpp-1	1.0080645161290323	1.0040214477211795	1.0146764509673116	1.0129482071713147	1.0112359550561798	1.015079365079365	1.0330296127562641	1.0294163183155287	1.0215982721382288	1.0193089430894309	1.0424328147100423	1.0162162162162163	1.0584795321637428	1.058659217877095	1.0505689001264225	1.0316125290023201	1.009090909090909	1.0233236151603498	1.0204778156996588	1.020604007902907	1.309278350515464	1.1282401091405183	1.054483541430193	1.0159203980099503	1.0212765957446808	1.0151162790697674	1.030857142857143	1.020741150442478	1.0091463414634145	1.0106060606060605	1.0007440476190477	1.0085470085470085	1.0	1.005449591280654	1.0068306010928962	1.0	1.0022421524663676	1.0028026905829597	1.0	1.000979020979021	1.0023980815347722	1.013095238095238	1.0082063305978899	1.0079714128642112	1.00253807106599	1.0050825921219821	1.0063451776649746	1.0038010769718086	1.077319587628866	1.1082474226804124	1.0866834170854272	1.0321046373365041	1.0158730158730158	1.034	1.0368525896414342	1.0333978702807358	1.0032894736842106	1.0066225165562914	1.0008223684210527	1.0024732069249793	1.002183406113537	1.00109409190372	1.0	1.003011223651793	1.0064102564102564	1.0064102564102564	1.0072115384615383	1.0103338632750396	1.0271084337349397	1.0494011976047903	1.1891604675876728	1.0202064896755163	1.010498687664042	1.0074812967581048	1.0077427039904705	1.0004783544606553	1.0656934306569343	1.1235194585448391	1.137123745819398	1.02993683054106	1.0066666666666666	1.0	1.0	1.0	1.055084745762712	1.0849802371541502	1.0900514579759863	1.049373618275608	1.015923566878981	1.0150435471100554	1.0078833267638945	1.0133831922849832	1.096296296296296	1.0804416403785488	1.0753701211305517	1.0262857142857142	1.0289855072463765	1.0567765567765568	1.0395833333333333	1.075416968817984	1.0064412238325282	1.0053191489361701	1.0088845014807502	1.0	1.0049019607843137	1.0555555555555556	1.0337202874516307	1.0194414987628138	1.0974212034383954	1.048602673147023	1.0217864923747277	1.5072273324572931
omnetpp-2	1.010752688172043	1.0107238605898123	1.0120080053368912	1.0162682602921647	1.028892455858748	1.03015873015873	1.0618830675778284	1.0526397275119987	1.038876889848812	1.048780487804878	1.0523338048090523	1.035966735966736	1.1169590643274854	1.1466480446927374	1.0619469026548671	1.0417633410672853	1.0272727272727273	1.0408163265306123	1.0273037542662116	1.0369743155517923	1.4914089347079038	1.2032742155525238	1.0822928490351873	1.0512437810945274	1.0260047281323876	1.0197674418604652	1.0445714285714285	1.032079646017699	1.021341463414634	1.0166666666666666	1.0014880952380953	1.010180995475113	1.0054347826086956	1.005449591280654	1.0081967213114753	1.0	1.0056053811659194	1.0033632286995515	1.0016787912702854	1.003916083916084	1.0071942446043165	1.0047619047619047	1.0123094958968346	1.0153930731170973	1.0050761421319796	1.0063532401524777	1.006979695431472	1.0072853975293	1.1082474226804124	1.1005154639175259	1.1155778894472361	1.0392390011890607	1.0436507936507937	1.038	1.0617529880478087	1.058083252662149	1.0	1.0033112582781456	1.004111842105263	1.005358615004122	1.002183406113537	1.0065645514223194	1.0027292576419213	1.0054749520941693	1.0096153846153846	1.0096153846153846	1.016826923076923	1.0214626391096977	1.1265060240963856	1.1616766467065869	1.234856535600425	1.035693215339233	1.0236220472440944	1.0249376558603491	1.0244192972007147	1.035159052858168	1.1313868613138687	1.2402707275803722	1.14247491638796	1.0766273001922548	1.01	1.0	1.005490734385724	1.0	1.13135593220339	1.108695652173913	1.1217838765008576	1.0799557848194548	1.0254777070063694	1.0197941409342834	1.0232558139534884	1.0242078331037197	1.1555555555555554	1.1498422712933754	1.0807537012113055	1.0582857142857143	1.0521739130434782	1.0857142857142856	1.089962121212121	1.1421319796954315	1.0112721417069244	1.011968085106383	1.0138203356367226	1.0	1.0147058823529411	1.035024154589372	1.1028192371475953	1.0459526334393778	1.1117478510028653	1.0024301336573511	1.0479302832244008	1.5463863337713535
omnetpp-4	1.021505376344086	1.017426273458445	1.0240160106737826	0	1.0353130016051364	1.0706349206349206	1.129081245254366	0	1.0842332613390928	1.0670731707317074	1.0825082508250825	0	1.195906432748538	1.1745810055865922	1.1314791403286977	0	1.0515151515151515	1.0393586005830904	1.0627986348122866	0	1.5910652920962198	1.3015006821282402	1.155505107832009	0	1.049645390070922	1.0372093023255815	1.034857142857143	0	1.0365853658536586	1.0227272727272725	1.0074404761904763	0	1.0054347826086956	1.008174386920981	1.0040983606557377	0	1.0145739910313902	1.0100896860986548	1.008393956351427	0	1.0119904076738608	1.0107142857142857	1.014654161781946	0	1.015228426395939	1.013977128335451	1.0088832487309645	0	1.1134020618556701	1.1185567010309279	1.0904522613065326	0	1.0714285714285714	1.076	1.0856573705179282	0	1.0032894736842106	1.009933774834437	1.004111842105263	0	1.0087336244541485	1.0076586433260395	1.0027292576419213	0	1.032051282051282	1.0304487179487178	1.0280448717948718	0	1.2710843373493976	1.2672155688622755	1.2178533475026567	0	1.0446194225721785	1.0249376558603491	1.0470518165574747	0	1.3430656934306568	1.338409475465313	1.1538461538461537	0	1.0133333333333332	1.0	1.0020590253946466	0	1.228813559322034	1.2233201581027668	1.1483704974271012	0	1.0429936305732483	1.0403800475059382	1.0303508080409933	0	1.3148148148148149	1.2082018927444795	1.1036339165545086	0	1.1507246376811595	1.1882783882783878	1.1866319444444444	0	1.0257648953301126	1.0186170212765957	1.0246791707798617	0	1.0563725490196079	1.0555555555555556	1.1603095632946379	0	1.148997134670487	1.0303766707168893	1.0713507625272332	0
omnetpp-8	1.0403225806451613	1.03485254691689	0	0	1.1284109149277688	1.2055555555555555	0	0	1.1706263498920086	1.1290650406504066	0	0	1.2690058479532165	1.2360335195530725	0	0	1.0909090909090908	1.0830903790087463	0	0	1.7525773195876289	1.4570259208731242	0	0	1.0851063829787233	1.0662790697674418	0	0	1.0579268292682926	1.0454545454545454	0	0	1.016304347826087	1.008174386920981	0	0	1.0257847533632287	1.0224215246636772	0	0	1.0311750599520384	1.0273809523809523	0	0	1.0203045685279188	1.0241423125794156	0	0	1.1597938144329898	1.1494845360824741	0	0	1.1547619047619047	1.154	0	0	1.0164473684210527	1.0198675496688743	0	0	1.019650655021834	1.0175054704595186	0	0	1.0544871794871795	1.0528846153846154	0	0	1.3283132530120483	1.3158682634730539	0	0	1.073490813648294	1.0486284289276808	0	0	1.562043795620438	1.4991539763113366	0	0	1.0233333333333332	1.0100143061516451	0	0	1.3601694915254237	1.3102766798418972	0	0	1.0812101910828025	1.0657165479018211	0	0	1.4555555555555555	1.2854889589905363	0	0	1.3739130434782607	1.3875457875457873	0	0	1.040257648953301	1.0372340425531914	0	0	1.0980392156862746	1.1316425120772946	0	0	1.2320916905444126	1.0765492102065615	0	0
zeusmp-1	1.0053763440860215	1.0080428954423593	1.0040026684456305	1.0099601593625498	1.0080256821829856	1.0087301587301587	1.0159453302961277	1.0133147546059762	1.0302375809935205	1.0101626016260163	1.0183875530410185	1.013929313929314	1.0614035087719298	1.0516759776536313	1.0309734513274336	1.0165313225058004	1.018181818181818	1.0087463556851313	1.0075085324232083	1.0141123341800733	1.2474226804123711	1.08731241473397	1.0147559591373438	1.0007462686567163	1.0236406619385343	1.0186046511627906	1.0194285714285714	1.007466814159292	1.0170731707317073	1.0072727272727273	1.0	1.0026395173453997	1.0	1.0013623978201633	1.0040983606557377	1.0	1.0033632286995515	1.001121076233184	1.0016787912702854	1.000979020979021	1.0	1.0035714285714286	1.0052754982415006	1.0087960417811985	1.00253807106599	1.0101651842439645	1.0050761421319796	1.0034843205574913	1.0489690721649485	1.0695876288659794	1.059045226130653	1.0172413793103448	1.007936507936508	1.028	1.0305444887118194	1.0209745079057762	1.0021929824561404	1.0066225165562914	1.0	1.0021984061555371	1.002183406113537	1.0021881838074398	1.0	1.0043799616753353	1.0064102564102564	1.0064102564102564	1.0032051282051282	1.0067567567567566	1.016566265060241	1.029940119760479	1.0825363088912505	1.0079646017699115	1.0183727034120735	1.0062344139650872	1.0101250744490768	1.0093279119827792	1.0401459854014599	1.1150592216582065	1.0642140468227426	1.0126338917879703	1.0047619047619047	1.0007153075822603	1.0	1.0	1.0508474576271187	1.0454545454545454	1.031303602058319	1.017870302137067	1.0111464968152866	1.009501187648456	1.0067008277493101	1.0080692777012399	1.0641975308641975	1.0262881177707677	1.0269179004037685	1.0211428571428571	1.0152173913043478	1.0564102564102564	1.03125	1.0266497461928934	1.001610305958132	1.009308510638298	1.0078973346495557	1.0	1.0049019607843137	1.0120772946859904	1.0304035378662244	1.007423117709438	1.0687679083094557	1.0036452004860268	1.0277777777777777	1.5177398160315374
zeusmp-2	1.0161290322580645	1.0134048257372654	1.0060040026684456	1.0116201859229748	1.0192616372391654	1.0166666666666666	1.0360668185269553	1.0128502864220468	1.043196544276458	1.0274390243902438	1.0188590287600188	1.0247401247401247	1.0935672514619883	1.0963687150837989	1.0657395701643488	1.0208816705336428	1.018181818181818	1.0349854227405249	1.0266211604095563	1.034998588766582	1.3161512027491409	1.1568894952251023	1.0425652667423382	1.0191542288557214	1.0260047281323876	1.0476744186046512	1.028	1.0132743362831858	1.0219512195121951	1.0145454545454544	1.0029761904761905	1.0064102564102564	1.0027173913043477	1.0013623978201633	1.0068306010928962	1.0	1.006726457399103	1.0044843049327354	1.0027979854504756	1.0026573426573426	1.0047961630695443	1.005952380952381	1.0140679953106682	1.0258383727322704	1.0050761421319796	1.0101651842439645	1.009517766497462	1.004117833386126	1.097938144329897	1.0953608247422681	1.0785175879396984	1.0294292508917955	1.0317460317460316	1.04	1.047808764940239	1.0400129073894804	1.0	1.0066225165562914	1.0	1.0021984061555371	1.002183406113537	1.0043763676148796	1.0010917030567685	1.00355871886121	1.0128205128205128	1.0117521367521367	1.014102564102564	1.012718600953895	1.0496987951807228	1.062125748502994	1.1034360609280907	1.0129793510324483	1.020997375328084	1.0211970074812968	1.0208457415128052	1.0406601291557043	1.1131386861313868	1.1455160744500845	1.108361204013378	1.052183466080747	1.0047619047619047	1.0028612303290414	1.0	1.0	1.1038135593220337	1.0839920948616601	1.063893653516295	1.0350036845983788	1.015923566878981	1.0126682501979414	1.0118249901458416	1.0122023223774848	1.14320987654321	1.085173501577287	1.0421713772992374	1.0417142857142858	1.0478260869565217	1.0673076923076923	1.0549242424242424	1.0926395939086295	1.0096618357487923	1.0159574468085106	1.0118460019743336	1.0	1.0147058823529411	1.0205314009661837	1.0608070757324488	1.035524920466596	1.1031518624641834	1.0194410692588092	1.037037037037037	1.5363994743758214
