	dealII-1	dealII-2	dealII-4	dealII-8	sphinx3-1	sphinx3-2	sphinx3-4	sphinx3-8	milc-1	milc-2	milc-4	milc-8	astar-1	astar-2	astar-4	astar-8	leslie3d-1	leslie3d-2	leslie3d-4	leslie3d-8	omnetpp-1	omnetpp-2	omnetpp-4	omnetpp-8	zeusmp-1	zeusmp-2	zeusmp-4	zeusmp-8	gobmk-1	gobmk-2	gobmk-4	gobmk-8	povray-1	povray-2	povray-4	povray-8	calculix-1	calculix-2	calculix-4	calculix-8	bwaves-1	bwaves-2	bwaves-4	bwaves-8	gromacs-1	gromacs-2	gromacs-4	gromacs-8	perlbench-1	perlbench-2	perlbench-4	perlbench-8	bzip2-1	bzip2-2	bzip2-4	bzip2-8	hmmer-1	hmmer-2	hmmer-4	hmmer-8	namd-1	namd-2	namd-4	namd-8	h264ref-1	h264ref-2	h264ref-4	h264ref-8	cactusADM-1	cactusADM-2	cactusADM-4	cactusADM-8	GemsFDTD-1	GemsFDTD-2	GemsFDTD-4	GemsFDTD-8	mcf-1	mcf-2	mcf-4	mcf-8	gamess-1	gamess-2	gamess-4	gamess-8	xalancbmk-1	xalancbmk-2	xalancbmk-4	xalancbmk-8	sjeng-1	sjeng-2	sjeng-4	sjeng-8	soplex-1	soplex-2	soplex-4	soplex-8	gcc-1	gcc-2	gcc-4	gcc-8	tonto-1	tonto-2	tonto-4	tonto-8	lbm-1	lbm-2	lbm-4	lbm-8	libquantum-1	libquantum-2	libquantum-4	libquantum-8
zeusmp-4	1.021505376344086	1.020107238605898	1.0186791194129419	0	1.0417335473515248	1.0492063492063493	1.0873196659073652	0	1.079913606911447	1.0558943089430894	1.0513908533710514	0	1.1608187134502923	1.1508379888268156	1.0891276864728192	0	1.0333333333333334	1.0262390670553936	1.0457337883959044	0	1.5807560137457044	1.2660300136425648	1.076617480136209	0	1.0401891252955082	1.036046511627907	1.0365714285714285	0	1.0317073170731708	1.023030303030303	1.005952380952381	0	1.0	1.0040871934604905	1.0047814207650272	0	1.0112107623318385	1.0100896860986548	1.0064353665360941	0	1.0119904076738608	1.0095238095238095	1.0117233294255568	0	1.0101522842639594	1.0127064803049555	1.013959390862944	0	1.1211340206185567	1.1211340206185567	1.0948492462311559	0	1.060846560846561	1.0693333333333332	1.0796812749003983	0	1.0043859649122806	1.009933774834437	1.0016447368421053	0	1.0087336244541485	1.0043763676148796	1.002183406113537	0	1.0235042735042734	1.0202991452991452	1.0224358974358974	0	1.108433734939759	1.123502994011976	1.1034360609280907	0	1.041994750656168	1.0162094763092269	1.0375223347230493	0	1.2627737226277371	1.2927241962774958	1.1384615384615384	0	1.0142857142857142	1.0	1.019560741249142	0	1.180084745762712	1.1828063241106719	1.107632933104631	0	1.0270700636942676	1.0229612034837687	1.0197083169097358	0	1.2469135802469136	1.1451104100946372	1.0776132794975326	0	1.1167048054919908	1.1373626373626373	1.142361111111111	0	1.0128824476650564	1.0106382978723405	1.022704837117473	0	1.0294117647058822	1.0422705314009661	1.1332227750138197	0	1.151862464183381	1.017010935601458	1.0833333333333333	0
zeusmp-8	1.0376344086021505	1.0361930294906165	0	0	1.1059390048154094	1.1357142857142857	0	0	1.1360691144708424	1.1077235772357723	0	0	1.2543859649122806	1.2206703910614525	0	0	1.0727272727272728	1.075801749271137	0	0	1.711340206185567	1.38881309686221	0	0	1.070921985815603	1.0593023255813954	0	0	1.0560975609756098	1.0436363636363637	0	0	1.013586956521739	1.0122615803814714	0	0	1.0201793721973094	1.0190582959641257	0	0	1.023980815347722	1.019047619047619	0	0	1.0203045685279188	1.0241423125794156	0	0	1.1597938144329896	1.1481958762886597	0	0	1.1322751322751323	1.141333333333333	0	0	1.013157894736842	1.0165562913907285	0	0	1.0131004366812226	1.0142231947483589	0	0	1.047008547008547	1.045940170940171	0	0	1.1671686746987953	1.1639221556886228	0	0	1.068241469816273	1.054862842892768	0	0	1.4927007299270072	1.4399323181049068	0	0	1.019047619047619	1.0028612303290414	0	0	1.3347457627118644	1.2786561264822134	0	0	1.0509554140127388	1.041963578780681	0	0	1.3753086419753087	1.2229232386961093	0	0	1.2813299232736572	1.3230769230769228	0	0	1.0257648953301126	1.0252659574468086	0	0	1.0833333333333333	1.1388888888888888	0	0	1.191977077363897	1.0729040097205347	0	0
gobmk-1	1.0053763440860215	1.0	1.0026684456304202	1.00265604249668	1.0	1.0	1.0098709187547457	1.0162563864375291	1.0107991360691144	1.0	1.000942951438001	1.0033264033264033	1.0175438596491229	1.0139664804469273	1.034134007585335	1.0087006960556844	1.0	1.0	1.0	1.0050804403048264	1.0481099656357389	1.0272851296043657	1.0	1.0	1.0141843971631206	1.0023255813953489	1.0034285714285713	1.0	1.0121951219512195	1.006060606060606	1.0	1.0	1.0	1.002724795640327	1.0027322404371584	1.0	1.0	1.0	1.0	1.0	1.0023980815347722	1.0011904761904762	1.0	1.005497526113249	1.0	1.0025412960609912	1.0	1.0012670256572695	1.0	1.0103092783505154	1.0087939698492463	1.0041617122473245	1.0	1.008	1.00398406374502	1.0019361084220717	1.006578947368421	1.0	1.0	1.0008244023083264	1.0	1.0021881838074398	1.0	1.0027374760470846	1.0128205128205128	1.0128205128205128	1.0256410256410255	1.012718600953895	1.0015060240963856	1.0	1.0506553312079348	1.0	1.0026246719160106	1.0	1.0023823704586063	1.0040660129155705	1.0182481751824817	1.0050761421319796	1.0140468227424748	1.002197198571821	1.0166666666666666	1.0	1.0061770761839397	1.0	1.0084745762711864	1.0039525691699605	1.0	1.0	1.0063694267515924	1.0015835312747428	1.0031533307055578	1.002361739814997	1.0222222222222221	1.0	1.0107671601615074	1.0051428571428571	1.0144927536231885	1.0329670329670328	1.0260416666666667	1.00253807106599	1.001610305958132	1.0053191489361701	1.0	1.0	1.0147058823529411	1.002415458937198	1.0	1.005302226935313	1.0515759312320916	1.0097205346294047	1.0054466230936818	1.4848883048620236
gobmk-2	1.0080645161290323	1.0053619302949062	1.0013342228152102	1.003652058432935	1.0048154093097914	1.0015873015873016	1.014426727410782	1.0035609227434588	1.0107991360691144	1.0142276422764227	1.0	1.002079002079002	1.0175438596491229	1.0279329608938548	1.0063211125158027	1.0092807424593968	1.003030303030303	1.0116618075801749	1.0020477815699658	1.0053626869884278	1.1305841924398625	1.0409276944065484	1.0	1.0	1.0070921985815602	1.0023255813953489	1.0085714285714287	1.001382743362832	1.024390243902439	1.018181818181818	1.0	1.0075414781297134	1.0054347826086956	1.005449591280654	1.0013661202185793	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.004103165298945	1.004947773501924	1.0	1.0	1.0	1.001583782071587	1.0103092783505154	1.0128865979381443	1.0175879396984924	1.002972651605232	1.0	1.004	1.00398406374502	1.009680542110358	1.0	1.0066225165562914	1.0	1.0	1.0	1.0	1.0	1.0013687380235423	1.0128205128205128	1.0256410256410255	1.0	1.0	1.0045180722891567	1.0097305389221556	1.04073680481757	1.0029498525073746	1.0026246719160106	1.0760598503740648	1.0035735556879095	1.0002391772303276	1.0072992700729928	1.0219966159052454	1.040133779264214	1.0063169458939851	1.0166666666666666	1.0	1.001372683596431	1.0	1.0127118644067796	1.0118577075098814	1.009433962264151	1.0081061164333087	1.0079617834394905	1.0031670625494853	1.0011824990145841	1.003345798071246	1.0148148148148148	1.0157728706624605	1.0148048452220726	1.0045714285714287	1.0	1.0164835164835164	1.0	1.0076142131979695	1.0096618357487923	1.0053191489361701	1.001974333662389	1.0	1.0	1.0	1.0066334991708126	1.005125486037469	1.0315186246418337	1.0	1.0016339869281046	1.4901445466491459
gobmk-4	1.0053763440860215	1.0040214477211795	1.0033355570380253	0	1.0048154093097914	1.0007936507936508	1.0220197418375094	0	1.0172786177105833	1.0071138211382114	1.024988213107025	0	1.04093567251462	1.0279329608938548	1.0240202275600505	0	1.0	1.0058309037900874	1.0027303754266212	0	1.1855670103092784	1.0463847203274215	1.0244040862656072	0	1.0094562647754137	1.0069767441860464	1.0051428571428571	0	1.0121951219512195	1.006060606060606	1.0	0	1.0054347826086956	1.0	1.005464480874317	0	1.001121076233184	1.001121076233184	1.0	0	1.0023980815347722	1.0023809523809524	1.0005861664712778	0	1.00253807106599	1.0012706480304956	1.0031725888324874	0	1.0206185567010309	1.0257731958762886	1.0326633165829147	0	1.0	1.008	1.0199203187250996	0	1.0	1.0066225165562914	1.0	0	1.0	1.00109409190372	1.0	0	1.0256410256410255	1.0128205128205128	1.0032051282051282	0	1.0060240963855422	1.0172155688622755	1.0892667375132838	0	1.0078740157480315	1.0	1.0029779630732578	0	1.0291970802919708	1.0473773265651438	1.0394648829431439	0	1.0166666666666666	1.0171673819742488	1.0006863417982155	0	1.0296610169491525	1.023715415019763	1.0145797598627788	0	1.0111464968152866	1.0063341250989708	1.0039416633819471	0	1.0444444444444445	1.028391167192429	1.041722745625841	0	1.0	1.0153846153846153	1.0078125	0	1.0064412238325282	1.0039893617021276	1.0049358341559724	0	1.0049019607843137	1.0048309178743962	1.0287451630735214	0	1.0601719197707737	1.0	1.0108932461873639	0
gobmk-8	1.0080645161290323	1.0053619302949062	0	0	1.0112359550561798	1.0087301587301587	0	0	1.0259179265658747	1.011178861788618	0	0	1.0584795321637428	1.0558659217877095	0	0	1.003030303030303	1.0131195335276968	0	0	1.2439862542955327	1.1282401091405183	0	0	1.011820330969267	1.0104651162790699	0	0	1.0121951219512195	1.0121212121212122	0	0	1.0	1.005449591280654	0	0	1.0033632286995515	1.0016816143497758	0	0	1.0023980815347722	1.0011904761904762	0	0	1.0	1.0050825921219821	0	0	1.0257731958762886	1.0463917525773196	0	0	1.0	1.016	0	0	1.0	1.0066225165562914	0	0	1.002183406113537	1.0021881838074398	0	0	1.0256410256410255	1.0128205128205128	0	0	1.0240963855421688	1.0396706586826348	0	0	1.0183727034120735	1.0	0	0	1.0437956204379562	1.0761421319796953	0	0	1.0166666666666666	1.0014306151645207	0	0	1.0508474576271187	1.0454545454545454	0	0	1.015923566878981	1.0110847189231988	0	0	1.0592592592592593	1.053627760252366	0	0	1.008695652173913	1.046153846153846	0	0	1.0048309178743962	1.0039893617021276	0	0	1.0049019607843137	1.0157004830917875	0	0	1.0716332378223496	1.0097205346294047	0	0
povray-1	1.0026881720430108	1.0013404825737264	1.0006671114076051	1.00464807436919	1.0	1.0	1.006074411541382	1.0068122000309645	1.0064794816414686	1.0091463414634145	1.0084865629420086	1.0035343035343036	1.0116959064327486	1.0139664804469273	1.0101137800252844	1.0	1.009090909090909	1.001457725947522	1.0034129692832765	1.0	1.013745704467354	1.0136425648021827	1.0	1.0	1.0023640661938533	1.0011627906976743	1.0142857142857142	1.0052544247787611	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0001398601398601	1.0	1.0	1.0017584994138335	1.0	1.0	1.0	1.0	1.0012670256572695	1.0	1.0025773195876289	1.0163316582914572	1.0017835909631392	1.0	1.004	1.00398406374502	1.0029041626331074	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0008212428141254	1.0042735042735043	1.0	1.0	1.0023847376788553	1.0075301204819278	1.0	1.057031526744598	1.0075221238938052	1.0	1.0	1.015485407980941	1.0	1.0145985401459854	1.003384094754653	1.0073578595317725	1.0054929964295523	1.0055555555555555	1.0014306151645207	1.0006863417982155	1.0	1.0	1.0	1.006861063464837	1.0029476787030214	1.0031847133757963	1.0	1.0019708316909737	1.0011808699074984	1.0074074074074073	1.0	1.0269179004037685	1.006857142857143	1.0	1.0251177394034536	1.0083333333333333	1.0423011844331642	1.0	1.0013297872340425	1.001974333662389	1.0	1.0049019607843137	1.0	1.0176893311221669	1.0	1.008595988538682	1.0	1.0	1.466754270696452
povray-2	1.0	1.0	1.0	1.00464807436919	1.0	1.0	1.0041761579347002	1.0047995045672704	1.0064794816414686	1.0020325203252032	1.0023573785950024	1.0054054054054054	1.0058479532163742	1.0195530726256983	1.0164348925410873	1.0	1.0	1.0204081632653061	1.004778156996587	1.0	1.0549828178694158	1.0122783083219646	1.0034052213393871	1.0	1.0023640661938533	1.0127906976744185	1.0034285714285713	1.0049778761061947	1.0	1.003030303030303	1.0	1.0	1.0	1.0	1.0013661202185793	1.0	1.0	1.0	1.0	1.0	1.0	1.0011904761904762	1.0070339976553342	1.0008246289169873	1.0	1.0025412960609912	1.001269035532995	1.0006335128286348	1.0	1.0025773195876289	1.015075376884422	1.0083234244946493	1.0	1.004	1.00199203187251	1.0087124878993223	1.0	1.0066225165562914	1.0	1.0	1.0	1.0065645514223194	1.0	1.002463728442376	1.0	1.0042735042735043	1.0096153846153846	1.0	1.0	1.002245508982036	1.0340063761955367	1.006047197640118	1.0	1.0	1.0125074449076832	1.0	1.0145985401459854	1.0067681895093064	1.0494983277591974	1.021422686075254	1.0055555555555555	1.0	1.0	1.0	1.0042372881355932	1.0019762845849802	1.009433962264151	1.0106853352984524	1.0015923566878981	1.0007917656373713	1.0003941663381948	1.0051171029324937	1.0074074074074073	1.0	1.0242261103633916	1.0097142857142858	1.0	1.0192307692307692	1.0083333333333333	1.003384094754653	1.001610305958132	1.0013297872340425	1.003948667324778	1.0	1.0	1.002415458937198	1.0011055831951354	1.0	1.0315186246418337	1.0	1.0	1.4701708278580814
povray-4	1.0053763440860215	1.002680965147453	1.0013342228152102	0	1.0016051364365972	1.0	1.0091116173120729	0	1.0086393088552916	1.0	1.0066006600660067	0	1.0116959064327486	1.0139664804469273	1.0	0	1.0	1.0072886297376094	1.0	0	1.0240549828178693	1.0109140518417463	1.0	0	1.0023640661938533	1.0	1.0057142857142858	0	1.0060975609756098	1.0	1.0	0	1.0	1.005449591280654	1.0	0	1.0	1.0	1.0	0	1.0	1.0011904761904762	1.0	0	1.0	1.0012706480304956	1.00253807106599	0	1.0	1.0	1.0113065326633166	0	1.0	1.008	1.00398406374502	0	1.0	1.0	1.0	0	1.0	1.0032822757111597	1.0	0	1.0085470085470085	1.0042735042735043	1.0	0	1.0	1.0044910179640718	1.0517180304640454	0	1.005249343832021	1.0	1.0053603335318642	0	1.010948905109489	1.015228426395939	1.0120401337792642	0	1.0055555555555555	1.0014306151645207	1.0	0	1.0084745762711864	1.0059288537549407	1.0034305317324186	0	1.0031847133757963	1.0007917656373713	1.0	0	1.0148148148148148	1.0	1.0255720053835802	0	1.0	1.0137362637362637	1.0086805555555556	0	1.0048309178743962	1.0	1.001974333662389	0	1.0	1.002415458937198	1.0066334991708126	0	1.0343839541547277	1.0	1.0	0
povray-8	1.0026881720430108	1.0	0	0	1.0016051364365972	1.0	0	0	1.0064794816414686	1.0	0	0	1.0116959064327486	1.0167597765363128	0	0	1.006060606060606	1.0043731778425655	0	0	1.041237113402062	1.068212824010914	0	0	1.0047281323877069	1.0023255813953489	0	0	1.0060975609756098	1.003030303030303	0	0	1.0	1.002724795640327	0	0	1.0	1.0	0	0	1.0023980815347722	1.0	0	0	1.0	1.0050825921219821	0	0	1.0	1.0077319587628866	0	0	1.0	1.008	0	0	1.006578947368421	1.0066225165562914	0	0	1.0	1.0098468271334793	0	0	1.0042735042735043	1.0064102564102564	0	0	1.0045180722891567	1.0089820359281436	0	0	1.005249343832021	1.0448877805486285	0	0	1.0145985401459854	1.0253807106598984	0	0	1.011111111111111	1.005722460658083	0	0	1.0169491525423728	1.0138339920948616	0	0	1.0031847133757963	1.0007917656373713	0	0	1.037037037037037	1.0315457413249212	0	0	1.0	1.0158730158730158	0	0	1.001610305958132	1.0013297872340425	0	0	1.0049019607843137	1.001207729468599	0	0	1.0315186246418337	1.006075334143378	0	0
calculix-1	1.0026881720430108	1.0013404825737264	1.0013342228152102	1.0018260292164674	1.0016051364365972	1.0	1.0022779043280183	1.0	1.060475161987041	1.0030487804878048	1.0047147571900048	1.0033264033264033	1.0093567251461988	1.0100558659217878	1.0144121365360304	1.0044953596287702	1.0	1.0065597667638484	1.0013651877133105	1.0055038103302285	1.0515463917525774	1.0504774897680764	1.0056753688989784	1.00273631840796	1.0059101654846336	1.0023255813953487	1.0034285714285713	1.0	1.0011086474501107	1.0011019283746556	1.0	1.0007541478129713	1.0054347826086956	1.0006811989100817	1.0027322404371584	1.0001701837985024	1.0	1.0	1.0	1.0	1.0	1.0011904761904762	1.0	1.0024738867509622	1.0	1.0006353240152477	1.0022208121827412	1.0001583782071588	1.0	1.0070876288659794	1.0144472361809045	1.0023781212841854	1.0011337868480725	1.0011428571428571	1.0036994877632328	1.0032268473701194	1.0	1.0013245033112583	1.0	1.0	1.0	1.00109409190372	1.0	1.002463728442376	1.0011655011655012	1.0029137529137528	1.0028846153846154	1.0021860095389505	1.0075301204819278	1.0	1.0148777895855472	1.0010324483775812	1.005249343832021	1.0	1.0008933889219773	1.00155465199713	1.0291970802919708	1.0225606316976874	1.0187290969899665	1.001510574018127	1.007142857142857	1.0	1.0050331731869138	1.0	1.0098870056497176	1.0046113306982871	1.0011435105774729	1.0012281994595922	1.0095541401273886	1.0031670625494853	1.0011824990145841	1.003936233024995	1.008641975308642	1.0021030494216614	1.0191117092866757	1.0111428571428571	1.0011750881316097	1.0182005494505493	1.0009057971014492	1.004399323181049	1.0	1.0	1.005923000987167	1.0	1.0073529411764706	1.0042270531400965	1.0055279159756771	1.0010604453870626	1.0573065902578795	1.0	1.0013616557734204	1.4843626806833115
calculix-2	1.004032258064516	1.0013404825737264	1.0010006671114076	1.0028220451527226	1.0016051364365972	1.0015873015873016	1.0110098709187547	1.0195076637250349	1.0151187904967602	1.0233739837398375	1.002828854314003	1.006860706860707	1.0198830409356725	1.018435754189944	1.015676359039191	1.0026102088167053	1.0045454545454544	1.0043731778425655	1.0010238907849829	1.0043748235958228	1.0996563573883162	1.053888130968622	1.0133371169125993	1.004726368159204	1.0047281323877066	1.002906976744186	1.0054285714285713	1.0001382743362832	1.0033259423503325	1.002754820936639	1.0	1.0018853695324283	1.0	1.0	1.0003415300546448	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.006047278724574	1.0	1.0006353240152477	1.0022208121827412	1.0011086474501107	1.0064432989690721	1.0161082474226804	1.025753768844221	1.007282996432818	1.0	1.0005714285714284	1.00398406374502	1.005001613423685	1.0	1.0026490066225164	1.0	1.001154163231657	1.0	1.0021881838074398	1.0010917030567685	1.0032849712565015	1.0023310023310024	1.0029137529137528	1.0022435897435897	1.003577106518283	1.0	1.0067365269461077	1.032589443854056	1.0	1.0013123359580052	1.0	1.001488981536629	1.0068165510643388	1.0316301703163016	1.0287648054145515	1.0133779264214045	1.0075528700906344	1.007142857142857	1.0	1.0048043925875085	1.0	1.018361581920904	1.0164690382081687	1.007146941109205	1.0111766150822892	1.0079617834394905	1.0015835312747428	1.0019708316909737	1.0027553631174966	1.0234567901234568	1.0094637223974763	1.0231493943472407	1.016142857142857	1.0011750881316097	1.0256410256410255	1.0058876811594202	1.0044416243654823	1.0	1.002659574468085	1.0029615004935835	1.0	1.0012254901960784	1.0006038647342994	1.01575456053068	1.0023860021208908	1.0329512893982806	1.0	1.0054466230936818	1.4851511169513798
calculix-4	1.004032258064516	1.0020107238605898	1.004336224149433	0	1.0032102728731942	1.0031746031746032	1.024677296886864	0	1.0215982721382288	1.0050813008130082	1.016973125884017	0	1.0339181286549708	1.0324022346368715	1.0176991150442478	0	1.0	1.0058309037900874	1.0054607508532423	0	1.1391752577319587	1.0750341064120055	1.0136208853575481	0	1.0094562647754137	1.0046511627906978	1.0054285714285713	0	1.0088691796008868	1.0033057851239668	1.0	0	1.0	1.0	1.0044398907103824	0	1.0022421524663676	1.0005605381165918	1.0	0	1.0	1.0	1.0029308323563892	0	1.0038071065989849	1.0044472681067345	1.001269035532995	0	1.0231958762886597	1.0399484536082475	1.0405150753768844	0	1.0011337868480725	1.0057142857142858	1.014513375071144	0	1.0	1.0019867549668873	1.0	0	1.002183406113537	1.0	1.0	0	1.0034965034965035	1.004079254079254	1.0032051282051282	0	1.0090361445783131	1.0202095808383234	1.0637619553666313	0	1.0144356955380578	1.0006234413965087	1.0020845741512805	0	1.0364963503649636	1.0592216582064298	1.024526198439242	0	1.0023809523809522	1.0014306151645207	1.0080073209791809	0	1.0338983050847457	1.0316205533596838	1.0208690680388794	0	1.0095541401273886	1.0063341250989708	1.0011824990145841	0	1.045679012345679	1.0231335436382756	1.023956931359354	0	1.0047003525264395	1.0329670329670328	1.0	0	1.0080515297906603	1.002659574468085	1.003948667324778	0	1.0012254901960784	1.002415458937198	1.029574350469873	0	1.0616045845272208	1.0	1.008442265795207	0
calculix-8	1.0094086021505375	1.0060321715817695	0	0	1.0096308186195826	1.0182539682539682	0	0	1.0280777537796977	1.021341463414634	0	0	1.0619883040935671	1.0648044692737428	0	0	1.006060606060606	1.0123906705539358	0	0	1.2852233676975944	1.1227830832196453	0	0	1.0177304964539007	1.011046511627907	0	0	1.014412416851441	1.0071625344352617	0	0	1.0013586956521738	1.0	0	0	1.0033632286995515	1.0022421524663676	0	0	1.0	1.0011904761904762	0	0	1.0038071065989849	1.0069885641677256	0	0	1.065721649484536	1.0740979381443299	0	0	1.0090702947845804	1.0205714285714285	0	0	1.0	1.0026490066225164	0	0	1.002183406113537	1.0021881838074398	0	0	1.005827505827506	1.0034965034965035	0	0	1.0316265060240963	1.0508982035928143	0	0	1.0183727034120735	1.0	0	0	1.0693430656934306	1.1269035532994924	0	0	1.007142857142857	1.0014306151645207	0	0	1.0692090395480225	1.0678524374176548	0	0	1.0143312101910829	1.009501187648456	0	0	1.0925925925925926	1.0594111461619349	0	0	1.0305522914218563	1.048951048951049	0	0	1.0080515297906603	1.002659574468085	0	0	1.0049019607843137	1.0072463768115942	0	0	1.0888252148997135	1.0048602673147022	0	0
bwaves-1	1.0134408602150538	1.0093833780160857	1.0113408939292863	1.0136122177954847	1.0208667736757624	1.0277777777777777	1.0565679574791191	1.0340610001548227	1.0496760259179265	1.0426829268292683	1.031117397454031	1.0316008316008316	1.1403508771929824	1.1396648044692737	1.0651074589127687	1.0348027842227379	1.0303030303030303	1.0393586005830904	1.028668941979522	1.0759243578887947	1.4329896907216495	1.195088676671214	1.0658342792281499	1.032089552238806	1.049645390070922	1.0267441860465116	1.036	1.0210176991150441	1.024390243902439	1.018181818181818	1.0017857142857143	1.0128205128205128	1.0081521739130435	1.0013623978201633	1.0020491803278688	1.0	1.007847533632287	1.006726457399103	1.0033575825405707	1.0034965034965035	1.0095923261390887	1.0119047619047619	1.0134818288393903	1.0508521165475535	1.0076142131979695	1.0101651842439645	1.0101522842639594	1.0072853975293	1.1005154639175259	1.1030927835051547	1.0829145728643215	1.0294292508917955	1.0396825396825395	1.0626666666666666	1.0571049136786188	1.0519522426589223	1.0	1.009933774834437	1.0008223684210527	1.0065952184666116	1.0087336244541485	1.0032822757111597	1.0010917030567685	1.0049274568847522	1.0153846153846153	1.0179487179487179	1.0224358974358974	1.021462639109698	1.0978915662650603	1.1010479041916168	1.1154799858306765	1.0179941002949853	1.031496062992126	1.027431421446384	1.0321620011911852	1.0712748146376465	1.1934306569343065	1.3113367174280879	1.134448160535117	1.0705850041197473	1.0083333333333333	1.0	1.0099519560741248	1.0	1.1101694915254237	1.158102766798419	1.1286449399656946	1.0751658069270449	1.0207006369426752	1.0174188440221694	1.012613322822231	1.017713048612478	1.1728395061728394	1.1093585699263933	1.0834454912516822	1.052	1.0664961636828643	1.1255886970172682	1.1322916666666667	1.1399564902102972	1.0080515297906603	1.009308510638298	1.0108588351431391	1.0115	1.017156862745098	1.03743961352657	1.1050304035378662	1.0443619653587841	1.1146131805157593	1.0072904009720534	1.0718954248366013	1.557161629434954
bwaves-2	1.0268817204301075	1.022788203753351	1.028685790527018	1.0295484727755644	1.0417335473515248	1.0849206349206348	1.126044039483675	1.0575940548072458	1.0907127429805616	1.0721544715447155	1.064120697784064	1.0700623700623701	1.2163742690058479	1.1773743016759777	1.109355246523388	1.060324825986079	1.0575757575757576	1.064139941690962	1.0771331058020477	1.152130962461191	1.597938144329897	1.276944065484311	1.1242905788876276	1.077860696517413	1.0591016548463357	1.0546511627906976	1.0491428571428572	1.0428650442477876	1.0463414634146342	1.0303030303030303	1.0142857142857142	1.0211161387631975	1.0081521739130435	1.008174386920981	1.0068306010928962	1.0023825731790335	1.0168161434977578	1.0134529147982063	1.0117515388919978	1.0113286713286713	1.0191846522781776	1.019047619047619	1.026377491207503	1.1201209455744914	1.0126903553299493	1.0127064803049555	1.0171319796954315	1.0085524231865695	1.134020618556701	1.1288659793814433	1.1017587939698492	1.0546967895362664	1.08994708994709	1.1053333333333333	1.1095617529880477	1.0974507905776056	1.0098684210526314	1.0115894039735098	1.006578947368421	1.0119538334707336	1.0109170305676856	1.0142231947483589	1.0070960698689957	1.0098549137695045	1.0384615384615383	1.0358974358974358	1.0333333333333332	1.0345786963434023	1.1400602409638554	1.127245508982036	1.1211477151965994	1.0264011799410029	1.047244094488189	1.0386533665835411	1.0714711137581894	1.1248505142310452	1.3722627737226278	1.3350253807106598	1.245484949832776	1.1106838780554793	1.0166666666666666	1.0014306151645207	1.009608785175017	1.0040026684456305	1.2076271186440677	1.1719367588932805	1.2238421955403087	1.1473839351510686	1.0382165605095541	1.0300870942201108	1.0283799763500197	1.0336547923637078	1.2839506172839503	1.159831756046267	1.129878869448183	1.1102857142857143	1.2119565217391304	1.2323390894819466	1.2447916666666665	1.2668600435097896	1.0225442834138487	1.0159574468085106	1.016781836130306	1.0125	1.0416666666666667	1.078502415458937	1.19126589275843	1.094733121244256	1.1318051575931232	1.037667071688943	1.1149237472766884	1.650197109067017
bwaves-4	1.0564516129032258	1.052278820375335	1.0500333555703802	0	1.1508828250401284	1.211111111111111	1.18830675778284	0	1.1555075593952484	1.1382113821138211	1.1367279585101366	0	1.3245614035087718	1.2695530726256983	1.163716814159292	0	1.106060606060606	1.1137026239067056	1.1986348122866894	0	1.7147766323024054	1.4338335607094135	1.2343927355278093	0	1.1016548463356974	1.0883720930232559	1.0971428571428572	0	1.078048780487805	1.064242424242424	1.0333333333333334	0	1.0326086956521738	1.0204359673024523	1.0170765027322404	0	1.0269058295964126	1.031390134529148	1.0265808617795187	0	1.0359712230215827	1.0345238095238096	1.067409144196952	0	1.0355329949238579	1.0330368487928843	1.0310913705583757	0	1.1855670103092781	1.1752577319587627	1.1363065326633166	0	1.2010582010582012	1.212	1.200531208499336	0	1.019736842105263	1.0215231788079469	1.0139802631578947	0	1.01528384279476	1.0153172866520788	1.0147379912663756	0	1.0717948717948715	1.0615384615384613	1.0583333333333331	0	1.1716867469879517	1.1661676646706587	1.1360255047821466	0	1.1023622047244095	1.0947630922693268	1.1888028588445503	0	1.602189781021898	1.5499153976311337	1.31371237458194	0	1.0388888888888888	1.011444921316166	1.0171585449553877	0	1.3771186440677967	1.3616600790513833	1.2710120068610635	0	1.0605095541401275	1.0570071258907363	1.0465116279069768	0	1.3876543209876544	1.2397476340694007	1.2483176312247646	0	1.4254658385093169	1.4370245139475908	1.409375	0	1.0322061191626408	1.0305851063829787	1.03751233958539	0	1.1813725490196079	1.247584541062802	1.3250414593698177	0	1.2263610315186246	1.1530984204131227	1.272875816993464	0
